"Kam_num","Ind_spec","Length_1","Specificity1_1","Specificity2","Similarity","Big4","Big8","Audit_tenure","Audit_spec1","Gender","Auditor_tenure","Auditor_spec1","Partner","Ccp","Degree","Rep","Major","License","Roa","Bm","Quick","Leverage","Recvinv","Otherrec","Size","Growth","Loss","Age","Cfo","Audittype"
2,1,7.3607399,5.4161004,0.14303878,0.39366667,1,0,4,1,1,10,1,0,0,1,0,0,1,0.082102,1.07956,1.08819,0.649397,0.18594997,0.01126794,26.16438,0.07873725,0,5,0.10565406,1
4,0,7.548556,5.3798974,0.11433087,0.391,1,0,8,1,1,9,1,0,0,1,0,0,1,0.056635,3.33356,0.986619,0.696705,0.16480081,0.00529603,26.047621,0.05071618,0,11,0.1084473,1
1,1,6.2538288,3.5553481,0.06730769,0.7765,0,0,1,0,1,4,0,0,0,1,0,0,1,0.018777,1.62616,1.69772,0.426969,0.69637439,0.00950652,23.402705,-0.20464809,0,21,0.03177906,1
2,1,7.1236728,4.7361984,0.0918614,0.66933333,0,1,10,1,1,1,1,0,0,1,0,0,1,0.041289,3.71611,0.738327,0.615594,0.06860377,0.01307054,24.850292,1.0176035,0,22,0.10534313,1
3,2,7.2442275,3.5263605,0.02885408,0.55737778,0,1,2,0,1,19,1,0,1,0,0,0,1,0.027184,7.16021,0.59688,0.749551,0.52479445,0.01656576,25.724033,-0.13346687,0,22,-0.06079119,1
2,1,7.1292975,4.3174881,0.06009615,0.37832576,0,1,1,1,1,8,0,0,0,1,1,1,1,0.056878,0.191966,0.543502,0.529828,0.39465118,0.02119787,20.999045,0.25455319,0,22,0.08852352,0
2,1,7.037906,4.3567088,0.06848112,0.72914286,0,1,10,1,1,10,0,0,0,0,0,1,1,0.016226,3.75722,1.15326,0.582463,0.25939641,0.00360144,23.035201,0.09818733,0,22,0.01707416,1
2,0,6.7345917,4.7791235,0.14149822,0.377,0,1,10,0,0,9,1,0,0,1,0,0,1,0.028301,1.95784,0.579699,0.574102,0.11941298,0.02855459,22.583778,0.22148651,0,22,0.04417944,1
2,1,6.9555926,4.5432948,0.08960915,0.75360457,0,1,3,1,0,8,1,0,1,1,0,0,1,0.090584,0.433795,2.28305,0.192072,0.18079691,0.07512349,22.995813,0.03192176,0,22,0.13140375,0
1,1,5.9989366,3.7612001,0.10669975,0.71266667,0,1,8,0,1,3,1,0,0,1,0,0,1,-0.042373,4.22192,0.518484,0.885828,0.53450419,0.00119278,23.738427,0.1970895,1,22,-0.00279094,0
2,1,7.3708602,4.6913479,0.0685966,0.3575,0,0,7,0,0,8,1,0,0,1,0,1,1,0.031261,2.86259,1.54171,0.539472,0.24613561,0.01551462,25.007902,0.62731353,0,22,0.00534958,1
2,1,7.0783416,4.7361984,0.09612142,0.36925,0,1,8,0,1,21,0,1,0,1,0,1,1,0.029851,3.11282,0.718623,0.575794,0.16797353,0.0112126,23.075751,0.02810668,0,22,0.06590345,1
1,1,6.424869,3.7135721,0.06645057,0.78733333,1,0,4,1,1,5,1,0,0,1,1,1,1,0.090442,0.91958,1.44881,0.586257,0.15755015,0.00992943,23.882897,0.10531971,0,21,0.11140413,1
2,1,7.161622,4.7621739,0.09076804,0.40260714,0,1,10,1,1,9,1,0,1,1,0,0,1,0.034157,2.22178,1.16582,0.394411,0.06667985,0.00382151,22.318098,-0.04052723,0,22,-0.00671557,1
1,0,6.7417007,3.8918203,0.05785124,0.877,0,1,10,1,1,9,1,0,0,0,0,0,1,0.013121,7.16021,0.242438,0.885828,0.06790218,0.0123972,23.898288,0.0716681,0,22,0.00693698,1
2,1,6.926577,4.1108739,0.05986261,0.7735,1,0,1,0,0,11,0,1,1,1,0,1,1,0.150441,0.536212,3.00141,0.183198,0.30779942,0.00382656,23.352991,-0.0046151,0,22,0.07275069,1
3,1,7.8422788,5.2203558,0.072663,0.48488889,0,1,6,1,0,1,1,0,0,1,0,0,1,0.024352,7.05338,0.670785,0.754349,0.09662051,0.02025361,25.38026,-0.02024594,0,18,0.13387615,1
2,1,6.9402225,3.1354942,0.02885408,0.37633333,0,1,3,0,0,14,1,0,0,1,0,0,1,0.028341,4.21523,0.699004,0.733793,0.49708601,0.02046702,23.896789,0.19246709,0,21,0.03474467,1
1,1,6.4583383,4.2904594,0.11442006,0.7439,0,0,4,1,0,3,1,0,0,1,0,0,1,0.045876,3.13944,0.301355,0.639567,0.14044443,0.00640588,23.85382,-0.02298509,0,25,0.10948655,1
2,0,7.591357,5.3082677,0.1019687,0.709,0,1,8,1,0,21,0,0,0,0,1,0,1,0.183224,0.296515,1.42287,0.472495,0.07273041,0.10296981,20.020261,-0.21064303,0,25,-0.03549665,1
2,1,7.4639366,4.6151205,0.05791284,0.38483333,0,1,1,0,1,8,0,0,1,1,0,0,1,-0.14739,0.130807,11.9388,0.064367,0.01426326,0.01213863,20.9704,-0.48106911,1,25,-0.01810533,1
2,1,7.0833878,4.1588831,0.05369128,0.3517,0,1,8,1,1,4,1,0,0,1,0,1,1,0.028223,1.31236,0.828338,0.522906,0.07565516,0.00984977,22.64586,0.40541319,0,25,0.05536339,1
2,1,6.3750248,3.7376696,0.07155026,0.4015,0,1,7,0,0,20,0,0,0,1,1,0,1,-0.245957,0.130807,0.757171,0.885828,0.24802656,0.14229943,20.020261,-0.46043589,1,25,-0.15271617,0
1,1,5.9532433,3.9702919,0.13766234,0.74452727,0,1,10,1,0,19,0,0,1,0,0,1,1,0.069295,0.620058,0.791112,0.35626,0.07340505,0.04557948,21.118325,0.19746132,0,25,0.14046798,1
6,1,8.6731708,6.3261495,0.09565366,0.38761578,0,1,6,1,1,10,1,0,0,1,0,0,1,0.067769,0.964236,2.11464,0.326166,0.1432967,0.00283771,23.58188,0.03864591,0,25,0.07269576,1
2,2,7.0698741,4.1271344,0.05272109,0.77461667,0,1,7,0,0,6,0,0,1,0,1,0,1,0.00662,2.13354,0.632408,0.472779,0.51877246,0.00276567,22.605901,-0.48115676,0,25,0.08057305,1
2,0,6.916715,4.6249728,0.10109019,0.4215,0,0,1,0,1,2,0,0,0,1,0,0,1,-0.032096,0.259912,0.646573,0.305737,0.71442352,0.00463076,20.646251,0.14292377,1,25,0.02437347,0
2,1,7.2717037,4.7095302,0.0771369,0.77484722,0,1,6,1,0,4,1,0,1,1,0,0,1,0.033357,1.18065,2.39231,0.245685,0.22211203,0.00484409,23.067235,0.03732119,0,25,0.14380607,1
1,0,5.7137328,3.7376696,0.13861386,0.66733333,0,1,8,1,1,12,0,0,0,1,0,1,1,0.097289,0.215867,1.18283,0.399409,0.08066279,0.01307387,20.259975,0.00973983,0,25,0.21659602,1
2,1,6.5861717,4.1108739,0.08413793,0.35611111,0,1,10,1,1,10,1,0,0,1,0,1,1,0.002241,5.2438,1.00334,0.66999,0.24710655,0.00399244,23.468086,0.04124071,0,25,-0.0141732,1
2,1,7.1739583,4.7273878,0.08659004,0.74733333,0,0,1,0,0,4,0,0,1,1,0,0,1,0.004683,2.85026,0.961673,0.73211,0.60441128,0.00615448,22.678434,0.01382146,0,25,-0.06733412,1
1,1,6.5220928,2.8903718,0.02885408,0.71,0,1,8,1,0,12,1,0,0,0,0,0,1,0.04756,0.991092,1.8412,0.432239,0.0422996,0.01397801,22.245673,0.10729652,0,25,0.05390231,1
1,1,6.2363696,3.6888795,0.07827789,0.74267692,0,1,8,1,0,14,1,0,0,1,0,1,1,0.04766,1.64077,0.65016,0.644885,0.24914455,0.00843306,23.316235,0.16491806,0,25,0.02824667,1
2,2,6.8875526,4.6728288,0.10918367,0.74125215,0,1,6,1,0,7,1,0,0,0,0,1,1,0.032083,2.95204,1.05411,0.614775,0.33192184,0.01407547,23.989482,0.6055128,0,25,0.02418305,1
1,1,6.1882641,2.3978953,0.02885408,0.68828571,0,1,3,1,0,10,1,0,0,1,0,1,1,0.020117,2.2389,1.14239,0.378905,0.27975282,0.00871162,22.440352,-0.05464715,0,25,-0.0214892,1
2,0,7.2145044,4.0253517,0.04120677,0.433,0,1,8,0,0,6,1,0,0,1,0,0,1,0.025035,0.758621,0.42442,0.6367,0.11582209,0.00444392,21.671456,0.10703336,0,24,0.03949607,1
2,1,7.5903469,4.8828019,0.06670035,0.77831364,0,1,8,1,1,8,1,0,1,0,0,1,1,-0.340778,1.42483,1.25404,0.622565,0.56940724,0.01533157,21.635655,0.15634446,1,24,-0.01566188,0
2,1,6.98379,4.7449321,0.10658017,0.71932576,0,1,1,1,1,1,0,0,0,1,0,0,1,0.016364,0.506785,0.78286,0.409483,0.31763365,0.07192446,21.679528,0.01289682,0,24,-0.04248076,1
2,2,7.1260873,4.7004804,0.08842444,0.7423381,0,1,6,1,1,8,1,0,0,1,1,1,1,0.032946,5.44465,0.242438,0.859335,0.71442352,0.0033273,25.053399,0.25012873,0,25,0.07852813,1
2,1,6.8384052,4.8441871,0.13612004,0.82041667,0,0,4,0,1,8,1,0,0,0,0,0,1,0.108295,0.394402,1.69732,0.344171,0.39000427,0.01064934,24.136971,0.09844283,0,25,0.08657063,1
2,0,7.4821189,4.8598124,0.07263514,0.383,1,0,7,0,1,3,1,0,0,1,0,1,1,0.012411,3.25591,0.55231,0.57019,0.06600534,0.00304075,25.018231,0.0287017,0,25,0.08182141,1
2,1,6.9363427,4.0073332,0.05344995,0.362,0,0,3,0,0,10,1,1,0,0,0,0,1,0.067849,0.851575,2.293,0.223124,0.28663071,0.00389138,22.443917,0.00046516,0,25,0.11058859,1
2,0,7.1155821,4.5432948,0.07636068,0.37716667,0,1,7,0,1,5,1,0,0,1,0,0,1,0.022134,3.36986,0.502116,0.501899,0.06593749,0.01544985,24.087104,0.09903994,0,25,0.04731327,1
1,1,6.645091,3.912023,0.06501951,0.74267692,0,1,7,1,1,10,1,0,0,0,0,1,1,0.032637,1.01225,0.972921,0.34333,0.10756982,0.00535224,21.863217,0.06525834,0,25,-0.11224928,1
3,2,7.3858511,5.0998664,0.1016739,0.53777778,0,0,6,1,0,6,1,0,1,1,0,0,1,0.052907,1.35977,0.585794,0.493778,0.28812487,0.01004672,22.853324,0.57174243,0,25,0.0642618,1
3,1,7.4894121,4.9836066,0.08160984,0.75557392,0,1,3,1,0,8,1,0,0,0,0,0,1,0.054428,0.788258,2.04737,0.22516,0.22378809,0.00678599,22.956251,0.41145652,0,25,0.02001599,1
2,0,7.1747243,5.0238805,0.11638591,0.38483333,0,1,10,1,0,17,0,1,0,1,0,0,1,0.014458,0.975156,1.16001,0.231998,0.21966661,0.02310132,21.48044,-0.49392922,0,25,0.03051432,1
2,1,6.8330317,4.5325995,0.10021552,0.76183333,0,1,6,1,0,0,0,0,0,1,0,0,1,0.056613,1.73027,1.86439,0.279271,0.06056202,0.00181713,23.038778,0.02806209,0,24,0.05192662,1
2,1,6.8875526,4.3307333,0.07755102,0.3685,1,0,2,0,0,4,1,0,1,1,1,1,1,0.056116,1.96971,1.36184,0.479588,0.36821613,0.02456586,24.480096,0.07538134,0,25,0.04676529,1
2,1,6.7557689,4.0073332,0.06402794,0.40683333,0,1,3,1,0,9,1,1,0,1,0,0,1,0.001618,0.515391,0.350527,0.287817,0.11657249,0.01460546,20.961272,0.13188166,0,25,0.07284125,1
3,1,7.2654297,4.7273878,0.07902098,0.695,0,1,6,0,1,5,1,0,1,1,0,1,1,0.004419,1.18868,1.06858,0.530334,0.44244578,0.01429252,23.093164,0.10874338,0,24,0.02218038,1
4,1,7.8387376,5.4971682,0.09617659,0.193,0,0,10,0,0,1,0,0,0,1,0,1,1,-0.019705,0.736347,0.753944,0.509575,0.11657179,0.0634878,21.735963,-0.46953023,1,24,0.16860659,1
2,0,7.4424927,4.9904326,0.08611599,0.80627222,0,1,10,1,0,9,1,0,1,1,0,0,1,0.062125,0.854727,0.999937,0.546613,0.3215126,0.00255454,23.212196,0.01863286,0,24,0.01014737,1
2,1,6.9763481,3.9512437,0.04855275,0.73943333,0,0,4,1,0,7,1,0,0,0,0,0,1,0.037884,1.66987,1.07209,0.483221,0.09136446,0.06304045,23.633923,2.0552244,0,24,0.04382885,1
3,0,7.655864,5.2470241,0.08991955,0.24955556,0,1,10,1,0,12,1,0,0,1,0,0,1,0.013683,3.64975,1.31858,0.426423,0.12545564,0.01806535,24.739207,-0.41657013,0,24,0.0717693,1
2,1,6.9622435,4.5108595,0.08617424,0.81518479,0,1,7,1,1,18,0,0,0,1,0,1,1,0.03079,0.795151,2.56612,0.265447,0.15200187,0.04526164,21.107661,-0.49392922,0,24,0.01698093,1
2,0,6.9828628,4.5217886,0.08534323,0.75260348,0,1,1,1,0,14,1,0,0,0,0,1,1,0.009898,1.51112,1.28228,0.533162,0.11530145,0.06745751,23.058938,0.35474978,0,24,-0.04923908,1
2,0,7.4558767,5.4680601,0.13699422,0.72116667,0,1,8,1,0,3,0,0,1,1,1,1,1,-0.198401,3.27093,0.460032,0.495849,0.17898452,0.00189015,23.161983,-0.47877173,1,24,0.04267435,1
2,1,6.7393366,3.871201,0.05680473,0.405,0,0,8,0,0,2,0,0,0,1,0,1,1,0.026554,1.16697,0.607503,0.599849,0.3042619,0.01756862,22.226188,0.51599223,0,23,0.04540739,1
2,1,7.3072023,4.634729,0.06908115,0.3575,0,0,2,0,0,1,0,0,1,1,0,0,1,-0.003116,0.267813,1.29882,0.564357,0.59557325,0.04256135,20.211428,0.09318457,1,23,-0.00660171,1
1,1,6.1420374,4.0943446,0.12903226,0.76333333,0,1,7,1,0,22,0,0,1,1,0,1,0,-0.09893,6.22295,0.587572,0.78634,0.18003261,0.0194704,24.159108,-0.10412369,1,22,-0.09783013,0
2,2,6.8679744,4.7273878,0.11758585,0.7415,0,0,6,0,1,8,1,0,0,0,0,0,1,0.008412,4.03468,0.71922,0.674157,0.16103589,0.00763815,23.072859,-0.01929478,0,22,0.06995348,1
2,1,7.0578979,4.6821312,0.0929432,0.404,0,1,10,0,0,10,0,0,0,0,0,0,1,-0.046755,0.448685,2.9637,0.290081,0.10502564,0.00174073,20.520658,-0.45912718,1,22,0.00080117,1
2,0,7.0535857,4.5325995,0.08038029,0.37566667,0,1,1,1,0,1,1,0,0,1,0,0,1,0.024997,3.84444,1.08669,0.623772,0.17799376,0.00248149,24.256058,-0.03223776,0,22,0.05335178,1
2,1,7.0501225,4.3438054,0.06678231,0.35658333,0,1,6,1,0,2,1,0,0,1,0,0,1,0.139163,0.504632,1.53971,0.35813,0.19480965,0.00346468,23.249788,0.24651767,0,22,0.11517902,1
2,1,7.1974354,4.8121844,0.09206587,0.431,0,1,9,1,1,17,1,0,0,1,1,1,1,0.048214,1.73849,0.57775,0.466923,0.0631785,0.00641038,23.764055,0.11478749,0,22,0.09133658,1
1,1,6.3350543,3.7135721,0.07269504,0.75907692,0,1,6,1,0,11,0,1,0,0,0,1,1,0.003221,2.89974,0.783976,0.570377,0.27693804,0.0103261,22.916647,-0.06312352,0,22,-0.02554532,1
2,0,7.1033221,4.4426513,0.06990132,0.76016667,0,0,10,0,0,11,0,0,0,1,0,1,1,0.031625,2.49248,0.57362,0.519525,0.0829152,0.0083261,23.02774,-0.04612943,0,22,0.0671305,1
2,1,7.1000272,4.804021,0.10066007,0.3365,0,1,7,0,0,3,0,0,0,1,0,0,1,0.150308,0.537551,0.602635,0.420842,0.04368407,0.00793926,22.03401,0.80026793,0,22,0.21297162,1
2,2,6.9707301,4.2766661,0.06760563,0.79281071,0,1,6,1,1,12,1,0,0,0,0,1,1,0.026654,0.914379,1.01228,0.318815,0.02462336,0.03075136,22.150312,0.42487082,0,22,0.0129309,1
3,1,7.3670771,4.9199809,0.08654454,0.24966667,0,1,5,1,0,7,0,1,0,1,0,0,1,0.048252,0.788175,1.38647,0.346797,0.12733094,0.02541547,21.901491,-0.04516206,0,22,0.08120738,1
2,1,6.7787849,3.6888795,0.04550626,0.3715,0,0,3,0,1,9,0,0,1,0,0,1,1,0.071504,0.681556,1.83914,0.279825,0.01791573,0.06766172,20.912698,0.21394349,0,22,-0.0509778,1
1,1,6.2519039,3.6109179,0.07129094,0.71,0,1,8,1,1,23,0,0,0,0,0,1,1,0.007407,0.130807,2.0289,0.118013,0.01426326,0.00519567,20.020261,0.05765769,0,21,0.0769174,1
2,2,6.9920964,4.6634391,0.09742647,0.74326667,0,0,4,1,0,2,0,0,0,1,0,0,1,0.010427,2.95308,0.444661,0.757065,0.63477946,0.04654977,23.231602,0.03346086,0,22,0.08892863,1
1,0,6.4313311,3.4339872,0.04991948,0.707,0,1,8,0,0,16,0,0,0,1,0,0,1,0.052338,1.91864,4.93213,0.27457,0.21664206,0.0121727,22.612345,1.7909236,0,22,0.10297537,1
2,1,7.1220599,4.1271344,0.05004036,0.7343,0,1,8,1,0,8,1,0,0,0,0,1,1,0.000827,2.02797,1.50675,0.30386,0.19300053,0.00230116,22.055385,0.00086873,0,22,-0.05140276,1
2,2,7.1670379,5.123964,0.12962963,0.77190556,0,1,6,0,0,4,0,0,1,1,0,1,1,0.023314,7.16021,0.321641,0.813805,0.4601133,0.01573524,24.704851,0.88150025,0,22,0.07167889,1
3,1,7.548029,4.8903491,0.0701107,0.55116667,0,0,4,0,1,13,1,0,0,1,0,0,1,0.037498,1.46962,4.43932,0.138458,0.05207932,0.00164959,23.928389,0.11667224,0,22,0.01409796,1
