"Kam_num","Ind_spec","Length_1","Specificity1_1","Specificity2","Similarity","Big4","Big8","Audit_tenure","Audit_spec1","Gender","Auditor_tenure","Auditor_spec1","Partner","Ccp","Degree","Rep","Major","License","Roa","Bm","Quick","Leverage","Recvinv","Otherrec","Size","Growth","Loss","Age","Cfo","Audittype"
1,0,6.5264949,3.8286414,0.06734993,0.7585,0,1,8,1,1,3,1,0,1,1,0,0,1,0.016142,1.05941,0.903966,0.507444,0.27154175,0.00498969,22.822336,0.04735751,0,8,0.05249394,1
3,1,7.2056352,4.6151205,0.07498144,0.24,0,0,2,0,0,16,1,0,0,1,0,1,1,0.073363,0.948381,1.07945,0.353277,0.21731772,0.00297637,23.166973,0.25635807,0,8,0.07850648,1
2,1,6.7165948,3.8066625,0.05447942,0.73283916,0,1,6,1,0,3,1,0,0,1,0,0,1,0.077186,0.239117,2.07664,0.414529,0.05365303,0.00296263,22.447059,0.22302925,0,8,0.08075688,1
3,1,7.7240047,4.9344739,0.06145004,0.7527649,0,1,4,1,1,9,1,0,0,0,0,0,1,0.020665,0.638107,0.5558,0.535012,0.17357317,0.00349275,23.749101,0.57354662,0,8,0.01956318,1
2,1,6.6592939,4.4773368,0.11282051,0.75719444,0,0,4,0,0,8,0,0,0,1,0,1,1,0.08204,0.427554,0.95395,0.241896,0.18433573,0.0007529,21.310141,0.11086612,0,8,0.1247193,1
2,1,6.7707894,4.3567088,0.08944954,0.74122482,0,1,1,0,1,8,0,0,0,0,0,1,1,0.032683,0.745013,3.5312,0.122214,0.24168314,0.00297698,22.236815,0.29566037,0,8,0.00552491,1
1,0,6.4630295,3.988984,0.08424337,0.76782143,0,1,6,0,1,7,1,0,0,0,0,0,1,0.029995,0.327302,2.01478,0.234713,0.33744741,0.00333685,22.205574,0.06608032,0,8,0.06602827,1
2,1,7.1959372,4.7449321,0.0862069,0.77766667,1,0,3,0,1,9,1,0,1,1,1,0,1,0.179283,0.267084,1.9386,0.401992,0.35196934,0.00924241,24.874059,0.18927492,0,8,0.14356315,1
3,1,7.3993981,5.1298987,0.10336391,0.55055556,0,1,5,0,1,21,0,0,0,1,0,0,1,-0.006821,1.40624,1.43948,0.501418,0.38445098,0.01156499,23.050273,0.00260503,1,8,0.04803725,1
2,1,6.8824375,4.0073332,0.05641026,0.78966703,0,1,7,0,0,13,1,0,0,1,0,0,1,-0.097352,0.181303,3.13093,0.213964,0.19438627,0.08305748,20.020261,0.73301471,1,8,0.21659602,1
2,1,7.0130158,4.2341065,0.06210621,0.3846,0,1,2,1,1,9,0,0,1,1,1,1,1,0.055654,1.23447,0.844614,0.595743,0.06862366,0.02032766,23.511643,0.03245897,0,8,0.13501146,1
2,1,7.0094089,4.2626799,0.06413731,0.4015,0,1,9,0,0,0,0,0,0,0,0,1,1,-0.298762,2.07016,0.478532,0.861149,0.50386253,0.0083285,21.727986,-0.14016218,1,8,0.17330887,1
2,1,7.3031701,3.9702919,0.03569024,0.4335,1,0,9,0,1,4,1,0,0,1,0,0,1,0.043169,0.987491,0.930264,0.558456,0.29468742,0.0050259,24.102929,0.42998368,0,8,0.10059326,1
2,0,7.2619271,5.1357984,0.11929825,0.73008897,0,1,7,1,0,8,0,0,0,1,0,1,1,0.095672,0.483989,1.54606,0.343281,0.41146081,0.0152814,22.511068,0.21028748,0,8,-0.02634495,1
4,2,7.1123274,4.6443909,0.08475958,0.58682202,0,1,6,1,0,4,0,0,0,0,0,1,1,0.058073,1.00064,1.47082,0.182215,0.11948082,0.01150675,22.289353,0.05794612,0,8,0.02866807,1
3,1,7.6492163,5.1929569,0.08575512,0.49233333,0,0,8,0,0,2,1,0,0,1,0,1,1,-0.039774,2.31414,0.765467,0.559095,0.36524941,0.0129787,23.639786,0.09280317,1,8,0.01590591,0
1,1,6.1070229,3.2958369,0.06013363,0.71533333,0,1,9,0,1,15,1,0,0,1,0,1,1,0.003982,0.585274,0.767342,0.194244,0.17315433,0.00511336,21.371034,0.00164009,0,8,0.0245124,1
2,0,7.1989312,5.1929569,0.13452915,0.39567273,0,1,8,1,0,6,1,0,0,1,0,0,1,0.022307,2.17022,1.55134,0.534801,0.23696266,0.00598889,23.649994,0.25800983,0,8,0.0480682,1
2,1,7.0983756,4.8520303,0.10578512,0.8158782,0,1,9,1,0,5,0,0,0,1,0,0,1,0.070037,1.2581,1.43156,0.496552,0.25437703,0.00193412,23.152203,0.22465334,0,8,0.11298035,1
2,1,7.0791844,4.6539604,0.0884583,0.36720513,0,1,8,1,0,11,1,1,0,1,0,1,1,0.002876,3.32284,0.571111,0.67493,0.51379529,0.07312887,23.593402,0.01438093,0,8,0.01260451,1
4,1,7.8532164,4.7957905,0.04700855,0.3786379,0,1,8,1,1,0,0,0,0,1,0,0,1,-0.001498,0.857775,2.14801,0.200139,0.17329857,0.048409,21.36944,-0.05692851,1,8,-0.05459235,1
2,1,7.1033221,4.5538769,0.078125,0.79824167,0,1,9,1,0,9,1,0,1,1,0,0,1,0.035805,1.10658,0.866727,0.382398,0.18171739,0.01028313,23.010201,-0.13109729,0,8,0.0559311,1
3,1,7.5719884,5.0998664,0.08440556,0.74484444,0,0,6,0,1,20,1,0,0,0,0,0,0,0.05096,0.703323,1.21537,0.439399,0.27553312,0.00433128,22.27721,0.05796401,0,8,0.07044065,1
3,1,7.252054,4.1588831,0.0453579,0.25638889,0,0,3,0,0,1,0,0,0,1,0,0,1,0.031351,1.18428,0.971117,0.452949,0.38049604,0.00402616,21.916099,0.43908896,0,8,0.04374187,1
2,2,7.1974354,4.4188406,0.06212575,0.79281071,0,1,6,1,1,1,1,0,1,1,0,0,1,0.114306,0.265796,2.29864,0.260549,0.35314008,0.01779996,22.312546,0.10677103,0,8,0.0632986,1
2,1,7.0343879,4.4188406,0.07312775,0.72744957,0,1,9,1,0,5,1,0,0,1,0,0,1,0.127131,0.972595,2.1429,0.184671,0.26277513,0.00418761,23.032899,0.06721167,0,8,0.1217837,1
2,0,6.786717,4.5951199,0.11173815,0.3825,0,0,9,0,0,18,0,1,0,1,0,1,1,0.036633,1.46726,2.25251,0.277313,0.34598644,0.00404133,22.396331,0.12547555,0,8,-0.02407942,1
2,1,7.1268908,4.2484952,0.0562249,0.76896429,0,1,6,0,0,9,1,0,0,1,0,1,1,0.045557,0.802828,0.777313,0.565398,0.35281797,0.00444498,21.792552,0.14191492,0,8,0.09487841,1
2,1,7.3981741,4.7791235,0.07287201,0.79900909,0,1,9,1,1,6,1,0,1,1,0,0,1,0.054597,1.35921,1.39618,0.358145,0.3716807,0.00933853,22.046861,0.24456514,0,8,0.00403961,1
2,1,7.215975,4.9416424,0.10286554,0.84682576,0,1,9,1,0,4,0,0,0,1,0,0,1,0.079241,0.910535,2.5884,0.265044,0.22930293,0.00489224,22.951278,0.38640836,0,8,0.08539377,1
2,1,7.1762545,4.2341065,0.05275229,0.75333978,0,1,5,1,0,22,0,0,0,1,0,1,1,0.022088,0.895325,1.83743,0.476138,0.24990824,0.00650451,22.409161,0.47929161,0,8,-0.00211391,1
2,2,7.4776042,4.8362819,0.07126697,0.80633333,0,1,7,1,0,20,0,0,0,1,0,0,1,-0.320954,0.475027,2.93966,0.192655,0.06466011,0.01317593,21.409593,-0.37610274,1,8,-0.01933427,0
2,0,7.1163941,4.6728288,0.08685065,0.3825,0,1,2,0,0,1,0,0,1,1,0,0,1,0.067547,1.26765,1.33497,0.338426,0.19495939,0.00096452,22.144905,0.06145313,0,8,0.02547193,1
2,1,6.7707894,3.9512437,0.05963303,0.43,0,0,4,0,0,10,1,0,0,1,0,0,1,0.071006,0.951485,1.14878,0.434513,0.22888813,0.00097102,22.53292,0.04440403,0,8,0.09034382,1
1,1,6.3578423,3.4657359,0.05545927,0.75250198,0,1,8,1,1,10,0,0,0,0,0,0,1,0.005337,0.298182,0.905113,0.583866,0.16463806,0.00638075,21.189387,0.25144935,0,8,0.04052761,1
1,0,6.5778614,4.0430513,0.07927677,0.741,0,0,3,0,1,5,1,0,0,0,0,0,1,-0.100698,1.33056,1.12174,0.53271,0.42745218,0.04147574,21.614127,-0.25597838,1,8,-0.02778901,1
2,1,6.8855097,4.1271344,0.06339468,0.82169444,0,1,7,0,1,7,1,0,1,1,0,1,1,0.01227,0.89241,0.790453,0.623839,0.21654006,0.0196847,21.698254,0.39932309,0,8,0.08087899,1
2,1,6.6995003,4.3307333,0.09359606,0.74722991,0,1,1,0,0,9,1,0,0,0,0,0,1,-0.013962,1.52271,0.504104,0.770781,0.44422186,0.0050695,24.359881,0.27379391,1,8,0.01697717,1
2,1,6.8575141,3.871201,0.05047319,0.77508333,0,1,9,0,0,12,1,0,0,1,1,0,1,0.090519,0.465637,1.5683,0.410004,0.21499228,0.02575888,23.327489,0.14154086,0,8,0.05068015,1
2,1,7.1608459,4.6728288,0.08307453,0.371,0,0,7,0,0,2,0,0,0,1,0,1,1,0.031098,1.25203,2.69768,0.322099,0.04218625,0.00563448,23.224132,0.07325144,0,8,0.03526632,1
2,0,7.052721,4.6539604,0.09083045,0.37343333,0,1,9,1,0,1,1,0,1,1,0,0,1,0.052589,2.99725,1.2503,0.655983,0.71442352,0.00673625,23.107465,0.26132537,0,8,-0.0268891,1
2,1,7.3132204,4.7535902,0.07733333,0.3755,1,0,4,0,0,8,1,0,0,1,0,0,1,0.086457,0.535291,1.27056,0.392345,0.39423211,0.04876904,22.610039,0.18806765,0,8,0.1140311,1
2,1,6.610696,4.1896547,0.08882907,0.75333978,0,1,8,1,0,7,1,0,0,1,0,0,1,0.03876,0.640345,2.84476,0.232091,0.34798185,0.00718928,23.167564,0.21411397,0,8,0.05458968,1
2,1,7.1623975,4.9272537,0.10697674,0.35766667,0,1,9,0,0,17,1,0,0,0,1,1,1,0.06283,1.33295,0.753885,0.732553,0.02552032,0.00105087,24.52176,0.14156754,0,8,0.08110367,1
2,2,7.1364832,4.3567088,0.06205251,0.36366667,0,1,6,1,0,12,1,0,0,1,0,1,1,0.030382,0.876823,3.60395,0.223456,0.30480098,0.0248382,21.250645,-0.30590642,0,8,0.04335377,1
3,1,7.0103119,4.4659081,0.07851986,0.80632593,0,1,9,1,0,3,1,0,0,1,0,1,1,0.021371,1.08717,1.23153,0.447157,0.17887977,0.00418672,23.841639,-0.21942457,0,8,-0.06800651,0
4,1,7.9168075,4.9628446,0.0521327,0.36662262,0,1,9,0,0,13,1,0,0,1,0,1,1,0.012813,2.40222,0.858885,0.700088,0.57003427,0.03360701,22.822915,0.02959439,0,8,0.04033857,0
3,1,7.7016524,5.5053315,0.11121157,0.84257425,0,1,9,1,0,5,0,0,1,1,0,0,1,0.02461,2.02129,0.898714,0.535288,0.2310905,0.00752198,22.79313,0.19392397,0,8,0.00087368,1
4,1,7.6769371,5.288267,0.09175162,0.19283333,0,0,2,0,1,2,0,0,0,1,0,0,1,0.030533,0.356246,4.37841,0.207939,0.2067722,0.03777048,20.020261,0.25598396,0,8,-0.15271617,1
2,1,6.96319,4.2046926,0.06338694,0.74798077,0,1,7,1,1,4,1,0,0,1,1,1,1,0.012323,0.655166,1.17747,0.420882,0.35715296,0.02163334,21.650455,0.09499081,0,8,0.01044366,1
3,1,7.3607399,4.6051702,0.06357279,0.75839621,0,1,9,1,0,9,1,0,1,1,0,0,1,0.077202,0.629913,1.0678,0.542421,0.43537739,0.00846898,24.318972,0.57056898,0,8,0.08622895,1
2,0,7.0656134,4.804021,0.10418446,0.7385,0,1,9,1,1,5,1,0,0,1,0,0,1,0.029883,1.50987,0.902657,0.313915,0.06352863,0.00102192,22.488919,-0.09423567,0,8,0.07817318,1
3,1,7.4073177,4.4886364,0.05400485,0.47433333,0,1,3,0,0,20,1,0,0,1,1,0,1,0.003975,2.21,0.986391,0.649284,0.33760502,0.05452465,22.679219,0.18068444,0,8,0.01648129,1
2,1,7.1106961,4.5217886,0.07510204,0.74916667,0,1,8,1,0,19,0,0,0,0,0,0,1,0.024177,1.09042,0.833862,0.321825,0.12461132,0.00465759,22.057293,0.1505764,0,8,0.10906807,1
3,2,7.3172124,4.5643482,0.06374502,0.83673333,0,1,6,1,0,3,1,0,0,1,0,0,1,0.015177,2.35558,1.3634,0.659778,0.52610542,0.02819347,23.766201,0.14857385,0,8,0.02142855,1
2,1,7.138867,4.4998097,0.07142857,0.78366667,0,1,6,0,0,16,0,0,0,1,0,1,1,0.019944,1.85186,0.929127,0.348598,0.30983945,0.02941115,22.237353,0.06379114,0,8,0.00766509,1
2,1,7.0396603,4.0775374,0.05170903,0.7385,0,0,8,0,0,10,1,1,0,1,0,1,1,0.063558,0.807938,3.64098,0.152603,0.23785885,0.00597289,22.123696,0.176317,0,8,0.04771509,1
2,1,6.9856418,4.3438054,0.07123034,0.75452778,0,1,6,1,0,9,0,0,1,0,0,1,1,0.021283,1.59848,1.54956,0.38467,0.38419356,0.00842542,21.804447,-0.05022291,0,8,0.03456911,1
3,0,7.6989362,5.5834963,0.12058024,0.56845926,0,1,9,1,1,5,1,0,1,1,0,0,1,0.022288,1.08566,1.06011,0.447862,0.13652799,0.01108891,22.708202,-0.09745661,0,8,-0.06029175,1
3,1,7.797702,5.5294291,0.10349076,0.52809259,0,1,9,1,1,5,0,0,1,1,0,0,1,-0.012824,1.18016,0.836954,0.521737,0.35471246,0.00073181,22.637058,-0.03311515,1,8,0.03476863,1
3,2,7.3839895,4.6913479,0.06770186,0.7728,0,1,6,1,1,11,1,0,0,1,0,1,1,0.015498,1.96715,0.4914,0.695172,0.23896367,0.00721868,22.611477,0.50141296,0,8,0.05593455,1
2,1,7.1008519,3.5553481,0.02885408,0.74833333,0,0,8,0,1,10,1,0,0,1,0,0,1,0.054578,1.04376,0.948631,0.501542,0.29924338,0.00704443,23.062767,0.05037557,0,8,0.01178889,1
2,0,7.3771337,5.2257467,0.1163227,0.77083333,0,1,9,1,1,9,1,0,0,1,0,0,1,0.016206,1.91274,0.466068,0.705318,0.06932169,0.01129093,25.52248,0.29622728,0,8,0.03981951,1
2,2,6.926577,4.2904594,0.07163886,0.3825,0,1,8,1,0,4,0,0,0,1,0,0,1,0.005147,1.09324,1.39552,0.246708,0.26599863,0.05070872,21.664362,-0.20913965,0,8,-0.07820148,1
1,1,6.6293633,4.4426513,0.11228534,0.83191503,0,1,9,1,0,7,1,0,1,1,0,0,1,-0.098535,2.05936,0.899891,0.42843,0.21851214,0.01199377,22.50844,-0.36250074,1,8,0.19015426,0
2,0,7.0387835,4.1271344,0.05438596,0.73947857,0,1,9,1,1,15,1,0,0,1,0,0,1,0.048278,0.743673,0.815986,0.36916,0.25197846,0.02289458,22.279402,0.30025628,0,8,0.0445076,1
3,2,7.2334554,4.8202816,0.08953069,0.72155556,0,1,1,1,0,5,0,0,0,1,0,0,1,-0.340778,0.727293,4.47265,0.115057,0.24738797,0.01498296,21.624999,0.03410785,1,8,-0.04561932,1
2,2,6.997596,4.6539604,0.09597806,0.3695,0,1,9,1,1,10,1,0,0,1,0,0,1,0.046098,1.39889,1.19542,0.449657,0.46239744,0.00587371,23.042343,0.00893359,0,8,-0.05815141,1
2,2,7.3550019,4.8828019,0.08439898,0.4165,0,0,2,1,0,1,1,0,1,1,0,0,1,0.001579,1.2291,1.12591,0.789854,0.71442352,0.02213726,22.249745,-0.18491062,0,8,-0.0067705,1
2,0,7.1284959,4.7273878,0.09061748,0.43116667,0,1,9,1,1,3,1,0,1,1,0,0,1,-0.044783,1.54895,0.722274,0.608547,0.24064686,0.01666767,23.345353,0.08214829,1,8,0.00601343,1
2,1,7.1008519,4.3174881,0.06183017,0.37366667,0,1,6,1,0,4,1,0,0,1,0,1,1,0.204072,0.174682,3.69881,0.170262,0.11341631,0.00127204,21.814636,0.25924566,0,8,0.1878159,1
1,1,5.8230459,3.5553481,0.1035503,0.74668333,0,1,6,1,1,13,1,1,0,1,1,0,1,0.156932,0.49347,2.05221,0.351601,0.18972155,0.0074225,22.969848,0.05806829,0,8,0.1595878,1
3,1,7.3771337,4.8978398,0.08380238,0.51351111,0,1,1,0,1,3,1,0,0,1,1,0,1,-0.049714,1.51271,0.698977,0.485299,0.70632201,0.0212229,22.913344,-0.37686241,1,8,-0.01794214,0
2,1,6.8123451,4.3438054,0.08470847,0.38460714,0,1,6,1,1,3,0,0,0,1,0,1,1,0.037716,1.74363,0.578618,0.543265,0.35427809,0.00862832,22.474931,0.15291614,0,8,-0.0452026,1
4,1,7.6073814,4.8520303,0.06358669,0.37415194,0,1,6,1,0,3,1,0,0,1,0,0,1,-0.312798,0.99682,0.437867,0.784822,0.18516589,0.02010687,22.480779,-0.16352129,1,8,0.0110161,0
2,1,7.372118,4.8978398,0.08422376,0.86125,0,1,9,1,0,5,0,0,0,1,0,0,1,-0.064737,0.364638,11.9388,0.077848,0.12059071,0.14229943,21.125192,0.14577865,1,8,-0.08277509,1
2,2,6.8341087,4.4998097,0.09687836,0.7565,0,0,7,0,1,6,0,1,1,1,0,0,1,0.065379,0.844556,2.29668,0.315283,0.45137795,0.00488056,21.987883,-0.00549405,0,8,-0.02532512,1
3,1,7.747165,5.2149358,0.07948164,0.7583003,0,1,8,1,0,14,0,0,0,1,0,1,1,-0.322712,0.921112,1.79521,0.338464,0.32777625,0.00364016,22.010048,-0.06474788,1,8,0.00925625,1
2,1,6.8803841,4.1743873,0.0668037,0.425,0,1,9,0,0,8,0,0,0,0,0,1,1,0.013385,1.58221,2.38881,0.225591,0.30833106,0.00190887,22.19565,0.02960324,0,8,0.07449544,1
2,1,7.1739583,4.6821312,0.08275862,0.37953846,0,1,9,1,0,11,1,0,0,1,0,1,1,-0.00707,0.701825,1.24662,0.362906,0.18214877,0.00095432,21.857427,0.65139977,1,8,0.01749384,1
2,1,7.024649,4.2195077,0.06049822,0.74061429,0,1,6,1,0,13,0,0,0,0,0,0,1,0.030863,0.863838,1.55801,0.395339,0.52401801,0.00903971,22.00699,0.12851631,0,8,-0.0308088,1
2,1,7.768956,4.8202816,0.05240913,0.35185,0,1,9,1,1,16,1,0,1,1,0,0,1,-0.018848,1.15585,0.63514,0.559754,0.10941532,0.02343011,21.705476,1.121485,1,8,0.12022782,1
2,1,7.0909098,4.5108595,0.07577019,0.77323313,0,1,9,1,0,12,1,0,1,1,1,0,1,-0.044555,1.99657,1.31091,0.512042,0.282982,0.00662081,22.615922,0.03272478,1,8,0.00575959,1
2,1,7.219642,4.7957905,0.0885798,0.75333978,0,1,8,1,1,4,1,0,0,1,0,0,1,0.0256,1.25025,1.78424,0.327331,0.33918112,0.02197703,22.419808,0.46985973,0,8,-0.05424751,1
2,2,7.4372064,5.32301,0.12073027,0.7,0,0,6,0,1,3,1,0,0,1,0,0,1,0.060685,1.00263,2.6489,0.16454,0.15294713,0.00753457,22.369611,0.26695027,0,8,0.02302399,1
2,1,7.3045159,4.8903491,0.08944183,0.80986687,0,1,9,1,0,9,1,0,0,1,0,0,1,0.066514,0.796784,0.796643,0.281878,0.23675635,0.00715526,21.406453,-0.00554303,0,8,0.07690573,1
2,1,6.9216582,4.0430513,0.05621302,0.41766667,0,0,3,0,1,4,1,0,1,1,0,0,1,0.033363,1.71151,1.43549,0.387035,0.40945877,0.02112604,22.152342,0.19628968,0,8,0.01893103,1
2,1,7.5827385,5.198497,0.09215886,0.40793281,0,1,9,1,0,6,1,0,0,1,0,0,1,0.027056,2.10822,1.24006,0.603913,0.31031313,0.01221264,22.844278,0.02016967,0,7,0.06164266,1
2,2,6.9847163,4.6249728,0.09444444,0.367,0,0,9,0,0,9,1,1,0,1,0,1,1,-0.019597,2.90981,0.819779,0.626233,0.18854999,0.09689818,22.739693,0.24862022,1,7,0.06684359,0
1,1,6.3171647,3.871201,0.0866426,0.74433333,0,1,6,0,1,22,1,0,0,0,0,0,1,0.065068,1.20333,0.821376,0.40802,0.32935334,0.00072042,22.037956,0.05797803,0,7,0.05909795,1
1,0,6.0378709,3.5553481,0.08353222,0.77,0,1,9,1,0,13,1,1,1,0,0,0,1,0.014708,0.737853,1.77412,0.297865,0.16713787,0.01059177,22.967543,0.25404904,0,7,0.02417108,1
2,1,6.8341087,4.4308168,0.09041981,0.7355,0,0,4,0,1,1,0,0,1,1,0,0,1,0.063893,1.40957,1.18889,0.266459,0.19060405,0.00322082,22.310279,0.20136134,0,7,0.04273263,1
2,1,7.1444072,4.8751973,0.10339384,0.76298133,0,1,7,1,0,1,0,0,0,1,0,0,1,0.016218,2.50449,0.485566,0.693182,0.17783281,0.00635274,23.062388,0.01637222,0,7,0.04752319,1
2,1,7.3981741,4.8121844,0.07532149,0.79900909,0,1,8,1,0,1,0,0,0,0,0,0,1,0.039926,2.83438,0.584098,0.575512,0.50871297,0.01063128,23.067051,0.56461761,0,7,0.15141897,1
2,1,6.8221974,4.1271344,0.06753813,0.4111,0,0,5,0,1,12,0,0,0,1,0,1,1,0.07277,0.925038,0.75849,0.493057,0.29277287,0.00589284,22.640073,0.0584715,0,7,0.01502662,1
2,2,7.237059,4.9416424,0.10071942,0.7409,0,1,1,0,0,9,0,0,1,0,0,1,1,0.003591,1.14495,1.02932,0.699179,0.55370196,0.02892786,22.679933,0.0485644,0,7,0.01633046,1
3,1,7.3388881,4.5538769,0.0617284,0.27266667,0,0,6,0,0,6,1,0,0,1,0,1,1,0.038996,1.53633,0.910399,0.341415,0.14204338,0.00294634,23.153694,0.07339686,0,7,0.05078307,1
1,1,6.7580945,3.5553481,0.04065041,0.70033333,0,0,3,0,1,4,0,0,1,1,0,1,1,0.04578,1.08264,6.70551,0.126265,0.12946129,0.00148164,21.948282,0.13792835,0,7,0.04447505,1
2,1,6.9147309,4.3820266,0.07944389,0.35716667,0,1,3,1,0,9,1,0,1,1,0,0,1,-0.064528,1.59251,0.496416,0.630051,0.17395134,0.01223504,22.123056,-0.08516818,1,7,0.00861512,1
2,1,7.4518222,5.2933048,0.11549623,0.75243993,0,1,2,1,0,4,1,0,0,1,0,0,1,0.032821,1.26403,1.45293,0.323289,0.32452017,0.01817584,22.135368,-0.18741557,0,7,0.01028507,1
3,1,7.2240248,4.3307333,0.05539359,0.76052605,0,1,9,1,1,8,1,0,0,1,0,0,1,0.036814,0.496999,1.31451,0.221695,0.25539764,0.07746233,20.473841,0.30314616,0,7,0.04302479,1
1,1,6.5820251,3.4657359,0.04432133,0.76,0,0,8,0,1,12,0,0,0,1,1,0,1,0.112279,0.446322,4.42999,0.100356,0.2085205,0.00077435,20.503872,0.00954314,0,7,0.05582565,1
2,1,7.0791844,5.0172798,0.12721146,0.7345,0,1,6,1,1,6,1,0,1,1,0,0,1,-0.127857,1.34154,1.64655,0.552006,0.32821693,0.10122606,22.082451,0.11885924,1,7,0.0087329,1
2,1,6.9498565,4.5432948,0.09012464,0.36925,0,1,8,0,0,9,0,0,0,0,0,1,1,0.019337,2.2491,0.718353,0.68709,0.28457818,0.00677289,22.833152,0.17432098,0,7,-0.10147145,1
3,1,7.3192025,3.9318256,0.03379722,0.4815,0,1,8,0,1,4,0,0,0,1,0,0,1,-0.007415,1.2537,1.35214,0.433011,0.31568735,0.00743306,21.784224,0.46196374,1,7,0.00484388,1
2,1,7.3045159,4.9344739,0.0934768,0.77901588,0,1,8,1,1,8,1,0,1,1,0,0,1,0.006091,0.960336,1.49008,0.36938,0.13588845,0.00198306,21.999183,-0.09556251,0,7,0.08182444,1
2,2,7.2203738,4.7184989,0.08193124,0.73914708,0,1,8,1,1,2,1,0,1,1,0,0,1,0.101496,0.687953,1.54716,0.324425,0.38449311,0.01331386,23.530722,0.30706298,0,7,0.05764048,1
2,1,7.2737863,4.3567088,0.05409154,0.7525,0,0,6,1,1,2,1,0,0,1,0,0,1,0.007171,5.83561,0.636462,0.831536,0.56355592,0.02200288,23.976147,-0.25986181,0,7,-0.08918801,1
2,1,7.0884088,4.6443909,0.08681135,0.80668056,0,0,3,0,1,2,1,0,0,0,0,0,1,0.033257,1.34398,0.618143,0.23011,0.71442352,0.00497733,21.660575,-0.05737794,0,7,0.06553537,1
2,1,7.2936977,4.6151205,0.06866077,0.36833333,0,1,8,1,0,20,0,1,0,1,0,1,1,0.02986,1.37684,0.630155,0.394781,0.19673585,0.03286882,22.599799,0.12264565,0,7,0.08617349,1
2,1,6.8276292,3.9318256,0.0552546,0.36345,0,1,8,1,1,1,1,0,1,1,0,0,1,0.05101,0.498977,1.91834,0.206865,0.07540759,0.00906271,21.609135,0.0495472,0,7,0.14116442,1
2,1,6.9920964,4.574711,0.08915441,0.37323636,0,1,8,1,0,9,1,0,0,1,0,0,1,-0.292806,0.492913,1.38795,0.539519,0.32689884,0.07379926,20.306344,-0.06985872,1,7,-0.07199585,0
4,1,7.6843241,5.8579332,0.16099356,0.397875,0,1,8,1,0,6,1,0,1,1,0,0,1,0.010027,0.994832,0.77399,0.633832,0.24320656,0.00787817,22.34176,-0.06375868,0,7,0.05772892,1
1,1,6.2576676,2.6390573,0.02885408,0.859,0,1,8,0,1,8,1,0,0,0,0,0,1,0.123432,0.505061,1.53782,0.314081,0.09081744,0.0040729,22.778923,0.18655498,0,7,0.1407838,1
2,2,7.0130158,4.6443909,0.09360936,0.3395,0,1,8,1,1,2,0,0,0,1,0,0,1,0.052764,1.37441,0.87451,0.551032,0.42855028,0.03719076,23.096281,-0.00158607,0,7,0.09899046,1
1,0,6.9127428,5.0875963,0.16119403,0.7395,0,1,8,1,1,0,0,0,1,1,0,1,1,0.013617,0.678959,2.33753,0.230247,0.4115365,0.00303579,20.840448,0.06504173,0,7,0.01375552,1
2,0,7.0184018,4.7004804,0.09847807,0.76993434,0,1,6,1,1,10,1,0,1,1,0,0,1,0.005958,0.476109,6.04118,0.110766,0.1648992,0.00325255,20.994667,-0.05040662,0,7,-0.01677605,1
2,0,6.6808547,4.2195077,0.08531995,0.83883333,0,1,7,1,0,23,1,0,1,1,0,1,1,0.019798,0.517646,3.43299,0.11725,0.25514668,0.00253431,21.258795,0.1607197,0,7,-0.00683775,1
2,1,7.3284374,5.0751738,0.10505581,0.8094305,0,1,8,1,0,8,0,0,1,1,0,0,1,0.033537,0.871285,0.733017,0.570981,0.32342627,0.00260572,21.749292,0.63608936,0,7,0.04784553,1
1,1,6.3062753,3.5553481,0.06386861,0.77317778,0,1,8,1,0,15,0,0,0,0,0,1,1,0.0092,1.0676,2.17286,0.370244,0.53270959,0.00286491,21.371751,0.07564824,0,7,-0.01479715,1
3,1,7.5616417,5.0751738,0.08320333,0.264,0,0,3,0,1,1,0,0,0,1,0,0,1,-0.021533,1.00858,4.40238,0.342315,0.11270212,0.00314323,22.181521,-0.42826543,1,7,0.0173216,0
2,1,7.2991215,4.8202816,0.08384043,0.42725,0,1,8,1,1,3,1,0,0,1,0,0,1,0.019679,1.42822,0.772962,0.396236,0.29837838,0.01115813,22.435001,0.21594346,0,7,0.10323829,1
2,1,7.6377164,4.7791235,0.0573494,0.75100831,0,1,6,1,0,0,1,0,0,1,0,0,1,0.031851,1.03272,0.873205,0.591531,0.3874937,0.00950752,23.429316,0.29580341,0,7,0.00646839,1
2,0,6.9669671,4.8598124,0.12158341,0.74625108,0,1,7,1,0,5,1,0,0,1,1,1,1,0.018719,0.994433,1.35727,0.482178,0.30018447,0.06633855,21.978656,0.04224565,0,7,-0.02767073,0
2,2,7.021084,4.2904594,0.06517857,0.7415,0,0,6,0,0,9,1,0,0,1,0,0,1,0.034544,1.57752,4.43238,0.17215,0.25456253,0.00094678,22.953567,0.27609082,0,7,0.01864671,1
3,1,7.6138187,5.1532916,0.08538993,0.5526,0,1,8,1,0,3,1,0,0,1,0,0,1,0.023509,2.15069,1.11981,0.502557,0.20230048,0.05225464,23.132293,0.23312014,0,7,0.00661133,0
